measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2017,1.5338561288892372e-07,7.928452207586825e-07,2.5355019158326787e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2017,6.538900992469905e-05,0.000332076570133688,1.109049775800326e-05
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2015,0.0017066026044988741,0.008957438650247769,0.0002998926898601777
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2015,8.58152991138087e-07,4.54247701124631e-06,1.5227830989349608e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2015,7.311795147715361e-05,0.0003837739160023815,1.2848649760492033e-05
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2016,0.0017616002560587173,0.008365666765403236,0.0003222992484215874
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2016,9.129796929298029e-07,4.295357062800839e-06,1.6765876502612342e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2016,7.380679675296698e-05,0.00035050123575628453,1.3503560209004212e-05
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2014,0.0017059436827994187,0.009139563913423427,0.0002819140578120833
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2014,4.4777579961471617e-07,2.4241896428551525e-06,7.503089316335878e-08
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2014,7.475987430500107e-05,0.0004005247396261185,1.235437004125429e-05
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2018,0.2669328967441906,0.46216774858951165,0.16466725971790153
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2018,4.722721244217322e-06,8.102149884774766e-06,2.9462033531804583e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2018,0.0005601530998047942,0.0009698493522524283,0.0003455507998166999
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2016,0.2660651228384871,0.44364302220685753,0.15636359176656733
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2016,4.638263143180905e-06,7.76569174946022e-06,2.691230467298913e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2016,0.0005600932517552159,0.0009339121951627944,0.00032916073942478144
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2017,0.0038926677331389153,0.02382213937251462,0.0006430320588878948
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2017,1.1516655999160363e-07,7.264683240505407e-07,1.8762835478439117e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2017,2.6402070808784457e-05,0.0001615739779625878,4.361373514247179e-06
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2016,0.006130301983983195,0.030824106913892948,0.0010344003668847131
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2016,1.2073152615619584e-07,6.123786836644118e-07,2.07092271969277e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2016,6.464659117728473e-05,0.00032505306317268925,1.0908183284664211e-05
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2015,0.003546764367932064,0.020657068791171327,0.0006340639796766274
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2015,1.4365946814905705e-07,8.469999733414973e-07,2.5304185221684466e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2015,2.5664749366116424e-05,0.00014947666046198215,4.588151744055947e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2017,0.2834441951625217,0.4699683006095361,0.1702716350710519
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2017,4.941340011243217e-06,8.200501578532456e-06,2.958746480779318e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2017,0.0005957186504386992,0.0009877389855437071,0.0003578622895923387
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2014,0.003298627228607966,0.019223255691637877,0.0005579172629227147
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2014,1.7004420297760284e-07,1.008951945631025e-06,2.845711726677525e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2014,2.4653025962324243e-05,0.000143669286888879,4.1697190420231125e-06
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2018,0.00821337756769443,0.03559104989205711,0.001368272142482955
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2018,2.1635998048529945e-07,9.238656059532332e-07,3.671885124336748e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2018,4.716195437516906e-05,0.0002043670167770875,7.856741982788228e-06
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2016,0.00722278041183498,0.03231262296677669,0.001219833768246086
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2016,1.8635864011704007e-07,8.401112034564579e-07,3.1742269699589264e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2016,4.380286079507194e-05,0.000195961284302395,7.397734071502341e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2022,0.1783750498384033,0.3842815112335394,0.09840623737961723
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2022,3.1287831007024534e-06,6.616731182863006e-06,1.6942386346620045e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2022,0.00037475779119927675,0.0008073578142182308,0.00020674698728340474
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2020,0.19031930407951927,0.36281396836019525,0.11540233820099373
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2020,2.4301131820185377e-06,4.5326138382403075e-06,1.471328761216202e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2020,0.00039885185792382734,0.000760348647033294,0.000241848493629362
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2015,0.006513966539342761,0.0323457143498968,0.0011306594354127078
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2015,1.1430077775110491e-07,5.797824561328506e-07,1.9989739782121707e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2015,6.375995935790262e-05,0.0003166060832360115,1.1067112367577056e-05
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2021,0.17421256397842227,0.3501639584028201,0.09774353373709278
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2021,2.1698464929065875e-06,4.335326187351083e-06,1.2363530218919046e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2021,0.0003656942979116305,0.0007350386217720617,0.00020517609137430027
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2019,0.24506105001812734,0.44703045110639933,0.15075084488578303
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2019,4.3722975520154025e-06,7.869606551269526e-06,2.681548318270845e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2019,0.0005136893269420893,0.0009370512838922324,0.00031599921749948004
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2017,0.007694960418845748,0.03173718821845864,0.0012938815665537989
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2017,2.0558585613595636e-07,8.753239479272422e-07,3.5548410138279856e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2017,4.557931067046111e-05,0.00018798786255914369,7.664006919165509e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,1,Number,2023,0.16420887528471956,0.36861047781291045,0.0838465969458393
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,2,Percent,2023,2.9867920222142947e-06,6.633498979760408e-06,1.5271351323227315e-06
1,Deaths,142,Iran (Islamic Republic of),3,Both,24,15-49 years,558,Mental disorders,3,Rate,2023,0.00033734918833769713,0.0007572699422448787,0.0001722536700620654
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2020,0.0017660484672813329,0.00754126074330213,0.0003043393993778255
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2020,9.037283962106116e-07,3.8330333915125135e-06,1.5707040545744578e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2020,6.764365985657974e-05,0.0002888473821983985,1.1656888921152093e-05
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2019,0.004129675589681211,0.027549158951124815,0.0005566861651433968
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2019,9.489804905125545e-08,6.55499839540198e-07,1.2638546256858896e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2019,2.6271457548935083e-05,0.0001752574855278669,3.5414299835530605e-06
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2019,0.0018408255312079066,0.008543645027263983,0.0003207768782243438
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2019,9.654770149994787e-07,4.463744964931573e-06,1.6581261356342268e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2019,7.212937970330814e-05,0.00033476709540063637,1.2569054946941815e-05
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2018,0.00178702671341314,0.008541624188523084,0.0003090455113242321
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2018,9.508934774804162e-07,4.530525892465629e-06,1.6446555294334245e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2018,7.161293279760068e-05,0.00034229525188616953,1.2384624845138396e-05
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2017,0.0017875984888284671,0.008604531861999356,0.0003156450556495897
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2017,9.362598156578549e-07,4.4757357314083905e-06,1.6650447938386356e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2017,7.325323842750713e-05,0.0003526014527217491,1.2934684530370444e-05
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2020,0.005320563944293577,0.025776483396484837,0.0008418733738866721
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2020,3.8768530634498886e-07,1.953884907832794e-06,6.082039701201328e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2020,6.0833583903796596e-05,0.00029471986087615333,9.625704166498279e-06
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2018,0.004014415901407611,0.025391268662437978,0.000599926828327971
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2018,8.396596102487992e-08,5.470481800486845e-07,1.2134992075951242e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2018,2.6367200726815923e-05,0.00016677312315753365,3.940396683457512e-06
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2019,0.005697453217262856,0.027730405482906815,0.0008933916518788783
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2019,3.2889443497072116e-07,1.6524679141138378e-06,5.131539669266692e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2019,6.606930634384861e-05,0.0003215697584559532,1.0360026573659076e-05
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2018,0.005766995024981252,0.028719550423955242,0.0009484755890525317
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2018,2.2566666857656214e-07,1.1397209557898643e-06,3.590434979609427e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2018,6.554530400333924e-05,0.0003264146501294225,1.0779985166433625e-05
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2019,0.008760192809729008,0.036268813475701725,0.0013358606894524924
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2019,2.2505402363100784e-07,9.40017917518452e-07,3.497448187967845e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2019,4.8740391823941996e-05,0.0002017942091219626,7.432527438643203e-06
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2020,0.004122726913510645,0.0278840631407845,0.0005520912532952645
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2020,9.957453930853301e-08,6.718702140394042e-07,1.3221902125447012e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2020,2.5395407366019704e-05,0.00017176183563345497,3.4008030545759777e-06
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2020,0.009481269029630583,0.03964671939750155,0.001526775907473087
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2020,2.0489778583662312e-07,8.786195967251379e-07,3.193533504752682e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2020,5.160702980520022e-05,0.00021579911119819708,8.310318957998727e-06
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2021,0.00976555463730541,0.04157776611583559,0.001663146765252179
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2021,2.0873078347102539e-07,8.883175319515303e-07,3.5351267378074644e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2021,5.219252262829452e-05,0.00022221456736772313,8.888775743263947e-06
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2021,0.004322021440433946,0.03033132786275721,0.0006376094983228213
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2021,1.0481782277976378e-07,7.410465194644678e-07,1.5679782569751265e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2021,2.5779949697617028e-05,0.0001809199971218332,3.8032066754011235e-06
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2022,0.005691612211906932,0.02723658449513446,0.0009902591725362703
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2022,5.880767149288473e-07,2.771147240347642e-06,1.009778717269231e-07
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2022,6.266198088062582e-05,0.0002998620203458746,1.0902289022171833e-05
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2021,0.005208950283461376,0.02436241673901632,0.0008541847032735692
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2021,4.3847128355320254e-07,2.035517038833376e-06,7.164048500542602e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2021,5.8102532116321567e-05,0.0002717472857255393,9.527887857329214e-06
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2021,0.001791735170443844,0.007800699176023567,0.00031643966483770226
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2021,7.784998363807255e-07,3.3923884235134226e-06,1.3632821573977043e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2021,6.707636524125355e-05,0.00029203118613700386,1.1846406146180421e-05
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2022,0.004614732170738413,0.03356997374166593,0.0007307854263566606
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2022,1.6168771958987864e-07,1.191773235069266e-06,2.5376747747245552e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2022,2.665614790262708e-05,0.0001939107519217022,4.221247017013885e-06
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,1,Number,2023,0.005768580701932494,0.028135559929252547,0.0010279756692724862
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2023,4.862222239450853e-07,2.322916998827114e-06,8.682857747148436e-08
1,Deaths,153,Syrian Arab Republic,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2023,6.182830790499094e-05,0.00030156015010804793,1.1017960826538537e-05
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,1,Number,2023,0.004988613880192966,0.03552647205385683,0.0007604931005527401
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2023,1.9997023474340404e-07,1.465027932012941e-06,2.9705461390960254e-08
1,Deaths,157,Yemen,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2023,2.791134355374633e-05,0.0001987709593409961,4.25496635128638e-06
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2022,0.0021510550442030833,0.009344537863508591,0.0003894896929723497
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2022,1.110113758393902e-06,4.85361600480091e-06,2.0040598676592515e-07
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2022,7.870542308609781e-05,0.00034190933796581554,1.425112349201649e-05
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2022,0.010457859188069197,0.039172053931030265,0.0018174436985873132
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2022,2.4183454589918727e-07,9.316651785238048e-07,4.2503096687583506e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2022,5.480253260620637e-05,0.0002052741124355973,9.523987248308371e-06
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2023,0.002232845082498267,0.01021350912036929,0.0003979137049142481
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2023,1.36391827567169e-07,6.145097967257338e-07,2.450779286376868e-08
1,Deaths,149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2023,8.006264352842248e-05,0.000366223589038024,1.4267905714255056e-05
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2023,0.01078919121952832,0.045830409433931595,0.0020343840421320107
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2023,1.9789080158837924e-07,8.543290687985422e-07,3.5597309992818905e-08
1,Deaths,522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2023,5.5411294228034096e-05,0.00023537652174876152,1.044822085712579e-05
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,24,15-49 years,571,Anxiety disorders,1,Number,2014,546163.5385620642,746569.2223145764,366387.2267707486
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,24,15-49 years,571,Anxiety disorders,2,Percent,2014,0.061719613192694665,0.07856612207065755,0.047541103941003304
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,24,15-49 years,571,Anxiety disorders,3,Rate,2014,1156.8487729749195,1581.3353103894776,776.0580555035687
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,3,Both,24,15-49 years,567,Depressive disorders,1,Number,2014,183884.61189453866,266639.0538155473,122140.61523661912
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,3,Both,24,15-49 years,567,Depressive disorders,2,Percent,2014,0.029190241989458094,0.041412410356187715,0.020117837182732672
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,3,Both,24,15-49 years,567,Depressive disorders,3,Rate,2014,1633.6415425288117,2368.836797629776,1085.1043000542365
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,3,Both,24,15-49 years,571,Anxiety disorders,1,Number,2014,84663.22941363859,121997.12864921495,55605.70485308452
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,3,Both,24,15-49 years,571,Anxiety disorders,2,Percent,2014,0.013453218757861736,0.018553759762535045,0.009221066349058313
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,3,Both,24,15-49 years,571,Anxiety disorders,3,Rate,2014,752.1530337410186,1083.8295569011036,494.00430255519746
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,558,Mental disorders,1,Number,2014,386227.74816717743,501398.2512867239,276812.64765946305
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2014,0.09847974417595966,0.11997811628304358,0.07892806764774059
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2014,2447.422122839794,3177.2268522280106,1754.0878431924139
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,567,Depressive disorders,1,Number,2014,158117.6719118824,221621.16693596073,105762.20781900003
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,567,Depressive disorders,2,Percent,2014,0.04024755130069754,0.053307766281652534,0.02936136975764008
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,567,Depressive disorders,3,Rate,2014,1001.9494717442262,1404.35416518511,670.1868739492027
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,571,Anxiety disorders,1,Number,2014,85464.00233437665,119778.1769804909,55889.255898570605
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,571,Anxiety disorders,2,Percent,2014,0.021775744106797328,0.029293335052415534,0.015486768222333526
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,24,15-49 years,571,Anxiety disorders,3,Rate,2014,541.5625651242643,759.0023284618729,354.1552929957
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,24,15-49 years,558,Mental disorders,1,Number,2014,59722.62446052405,78511.75272100288,42392.526796920116
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,24,15-49 years,558,Mental disorders,2,Percent,2014,0.12265721880182211,0.14853183448893717,0.10096549947526642
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,24,15-49 years,558,Mental disorders,3,Rate,2014,2617.2352246158684,3440.6345438412845,1857.775263488444
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,24,15-49 years,567,Depressive disorders,1,Number,2014,20798.027984722212,29137.513866573972,14516.013800480087
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,24,15-49 years,567,Depressive disorders,2,Percent,2014,0.042652026534714706,0.0566471337171694,0.03238140146356003
